Stations_id;Stationsname;geogr. Breite;geogr. Laenge;Stationshoehe;Bundesland
4156;Rendsburg;54287764;9674911;8;Schleswig-Holstein
4320;Ruhwinkel;54093389;10222325;36;Schleswig-Holstein
4391;Sankt Michaelisdonn;53987797;9112505;3;Schleswig-Holstein
4393;Sankt Peter-Ording;54327907;8603056;49;Schleswig-Holstein
4466;Schleswig;54527539;9548666;427;Schleswig-Holstein
4468;Schleswig-Stadtfeld;54522737;9564926;19;Schleswig-Holstein
4484;Schmalenbeck;53661539;10254327;45;Schleswig-Holstein
4629;Schwesing;54516636;9141994;37;Schleswig-Holstein
4656;Segeberg, Bad;53927809;10299316;49;Schleswig-Holstein
4896;Wagersrott;54665383;9805022;40;Schleswig-Holstein
5078;Travemünde;53961947;10889158;23;Schleswig-Holstein
5280;Wittenborn;53922412;10226738;325;Schleswig-Holstein
5514;Westerland;54899049;8311725;3;Schleswig-Holstein
5516;Fehmarn;54528292;11060556;32;Schleswig-Holstein
5732;Wrixum/Föhr;54692781;8527128;9;Schleswig-Holstein
5930;Schönhagen (Ostseebad);54640986;1002377;;Schleswig-Holstein
6105;Ostenfeld (Rendsburg);54319385;980512;145;Schleswig-Holstein
6163;Dörnick;54165444;10351887;27;Schleswig-Holstein
7298;Hattstedt;54526755;9042461;4;Schleswig-Holstein
7427;Padenstedt (Pony-Park);54018844;9925507;165;Schleswig-Holstein
19171;Hasenkrug-Hardebek;5400385;9855495;13;Schleswig-Holstein
19172;Wacken;540246;9387966;48;Schleswig-Holstein
96;Neuruppin-Alt Ruppin;52943711;12851826;498;Brandenburg
116;Altenburg;509833;124333;213;Thüringen
129;Altentreptow;53689277;13242;28;Mecklenburg-Vorpommern
131;Geringswalde-Altgeringswalde;51088078;12932593;2955;Sachsen
150;Alzey;497273;8116356;215;Rheinland-Pfalz
161;Andernach;50423665;7420171;75;Rheinland-Pfalz
164;Angermünde;53031558;1399082;539;Brandenburg
167;Anklam;53840867;13685443;11;Mecklenburg-Vorpommern
169;Annaberg-Buchholz;50573012;13005262;630;Sachsen
174;Annweiler-Bindersbach;49188643;7976615;250;Rheinland-Pfalz
183;Arkona;54679109;13434416;42;Mecklenburg-Vorpommern
184;Arneburg;52676863;12007669;55;Sachsen-Anhalt
198;Artern;51374418;11291962;1639;Thüringen
207;Aschersleben;51749765;1146667;105;Sachsen-Anhalt
222;Aue;50590826;12713873;393;Sachsen
288;Bargischow-Gnevezin;53840945;13754867;3;Mecklenburg-Vorpommern
298;Barth;54340527;12710848;27;Mecklenburg-Vorpommern
303;Baruth;52061303;13499731;548;Brandenburg
314;Kubschütz, Kr. Bautzen;51160383;14504184;234;Sachsen
348;Bendorf;50413502;7588566;127;Rheinland-Pfalz
377;Bergzabern, Bad;49107025;7996749;210;Rheinland-Pfalz
379;Berka, Bad (Flugplatz);50907455;11266477;304;Thüringen
395;Berlin-Adlershof;524167;134833;38;Berlin
399;Berlin-Alexanderplatz;52519785;13405678;358;Berlin
400;Berlin-Buch;52630956;13502135;60;Berlin
402;Berlin-Dahlem (LFAG);52456399;13299675;55;Berlin
403;Berlin-Dahlem (FU);52453711;13301731;51;Berlin
405;Berlin-Friedrichshagen;5245;1365;37;Berlin
407;Berlin-Frohnau;52646077;13285772;48;Berlin
408;Berlin-Invalidenstraße;525333;133833;35;Berlin
410;Berlin-Kaniswall;52404034;13730854;33;Berlin
416;Berlin-Lichtenrade;52406906;13412659;47;Berlin
417;Berlin-Lichterfelde (Süd);52414404;13303575;43;Berlin
420;Berlin-Marzahn;52544744;13559789;61;Berlin
422;Berlin-Mitte;525333;133833;35;Berlin
424;Berlin-Ostkreuz;525;134667;36;Berlin
425;Berlin-Rudow;52404407;13483848;38;Berlin
427;Berlin Brandenburg;52380702;13530576;456;Brandenburg
429;Berlin-Spandau;52566685;13169392;32;Berlin
430;Berlin-Tegel;52564402;13308805;355;Berlin
432;Berlin-Tegeler Fliesstal;52604382;13295172;36;Berlin
433;Berlin-Tempelhof;52467451;1340212;477;Berlin
434;Berlin-Treptow;52455301;13469949;35;Berlin
435;Berlin-Zehlendorf;52428902;13232686;45;Berlin
445;Bernburg/Saale (Nord);51821792;1171098;845;Sachsen-Anhalt
450;Bernkastel-Kues;499186;70664;120;Rheinland-Pfalz
460;Berus;49264058;6686776;3623;Saarland
524;Bitterfeld;516333;123167;80;Sachsen-Anhalt
526;Blankenburg, Bad;50673798;11280521;254;Thüringen
535;Blankenrath;50037229;7307861;417;Rheinland-Pfalz
550;Bobeck;50904081;11798477;344;Thüringen
591;Boizenburg;53391093;1068781;447;Mecklenburg-Vorpommern
596;Boltenhagen;54002724;1119082;15;Mecklenburg-Vorpommern
650;Brandenburg-Görden;52413598;12550291;35;Brandenburg
691;Bremen;5304507;8798084;4;Bremen
699;Bremen-Seefahrtschule;53100397;8783366;4;Bremen
701;Bremerhaven;5353321;8576089;65;Bremen
702;Bremerhaven-Speckenbüttel;53587641;860149;8;Bremen
722;Brocken;51798615;1061828;11347;Sachsen-Anhalt
729;Brotterode;50828165;10454036;600;Thüringen
736;Brücken;49630291;7114838;390;Rheinland-Pfalz
766;Büchel (Flugplatz);50174545;705952;477;Rheinland-Pfalz
793;Buhlenberg;49661987;7109839;530;Rheinland-Pfalz
840;Carlsfeld;50431251;12611421;8953;Sachsen
853;Chemnitz;50791286;12871977;4161;Sachsen
876;Collmberg;51303974;13009597;314;Sachsen
879;Cottbus (Flugplatz);517667;142833;68;Brandenburg
880;Cottbus;51775938;14316799;687;Brandenburg
888;Crimmitschau;50814879;1238205;269;Sachsen
896;Dachwig;51077772;10861875;170;Thüringen
948;Dessau;5185116;12251549;60;Sachsen-Anhalt
953;Deuselbach;49761881;7054245;4805;Rheinland-Pfalz
964;Dierfeld;50083239;689037;413;Rheinland-Pfalz
965;Diesbar-Seußlitz;51240139;13416586;100;Sachsen
991;Dippoldiswalde-Reinberg;50911626;13708675;3585;Sachsen
1000;Doberan, Bad-Heiligendamm;54144194;11845364;3;Mecklenburg-Vorpommern
1001;Doberlug-Kirchhain;51645071;13574714;966;Brandenburg
1003;Döbeln;511333;131167;201;Sachsen
1006;Dömitz;53139905;11254378;15;Mecklenburg-Vorpommern
1047;Dresden (Mitte);51055663;13727444;112;Sachsen
1048;Dresden-Klotzsche;51127797;13754251;2276;Sachsen
1050;Dresden-Hosterwitz;51022068;13847006;112;Sachsen
1051;Dresden-Strehlen;51024866;13775082;119;Sachsen
1052;Möckern-Drewitz;52217417;12164088;80;Sachsen-Anhalt
1072;Dürkheim, Bad;49471913;8192896;107;Rheinland-Pfalz
1073;Dürkheim, Bad (Saline);49468611;8179684;115;Rheinland-Pfalz
1074;Dürrenberg, Bad;51304321;12080985;103;Sachsen-Anhalt
1091;Ebeleben;51280615;10736188;258;Thüringen
1106;Eberswalde;52823862;13797888;45;Brandenburg
1182;Eisleben-Helfta;51502894;11570458;146;Sachsen-Anhalt
1188;Elgersburg;50704081;10857578;518;Thüringen
1207;Elster, Bad-Sohl;5027046;12274171;5575;Sachsen
1229;Ems, Bad;50332412;769745;90;Rheinland-Pfalz
1270;Erfurt-Weimar;50982887;10960753;316;Thüringen
1345;Feldberg;533346;13437131;92;Mecklenburg-Vorpommern
1358;Fichtelberg;50428295;12953583;1213;Sachsen
1410;Frankenhausen, Bad/Kyffhäuser;51351209;11095832;130;Thüringen
1411;Birx/Rhön;5053092;10047947;747;Thüringen
1426;Frankfurt/Oder;52339682;14507999;65;Brandenburg
1428;Frankweiler;49227539;8058503;230;Rheinland-Pfalz
1441;Freiberg;50926306;13271085;416;Sachsen
1488;Friedrichsbrunn;5168837;11039436;523;Sachsen-Anhalt
1513;Fuchskauten;50658775;8102688;653;Rheinland-Pfalz
1544;Gardelegen;52512889;11394174;47;Sachsen-Anhalt
1552;Gartz/Oder;53206624;14381687;13;Brandenburg
1568;Gehlberg-Schmücke;50654886;10774291;916;Thüringen
1583;Geisingberg;50771896;13773244;823;Sachsen
1605;Genthin;52387511;12160174;35;Sachsen-Anhalt
1612;Gera-Leumnitz;50881208;12128885;3107;Thüringen
1617;Gernrode;51725866;11131721;210;Sachsen-Anhalt
1684;Görlitz;51162129;14950606;2385;Sachsen
1694;Goldberg;53605834;12103404;587;Mecklenburg-Vorpommern
1709;Gottleuba, Bad;508496;139392;360;Sachsen
1757;Greifswald;54096704;13405565;2;Mecklenburg-Vorpommern
1759;Greifswalder Oie;5424373;13910203;116;Mecklenburg-Vorpommern
1762;Greiz-Dölau;50624899;12177683;270;Thüringen
1803;Groß Lüsewitz;54071364;12323764;345;Mecklenburg-Vorpommern
1834;Grosser Inselsberg;50851862;10466534;913;Thüringen
1869;Grünow;53315357;13933856;559;Brandenburg
1890;Güstrow-Schabernack;537667;122167;30;Mecklenburg-Vorpommern
1957;Halle-Kröllwitz;51513769;11949933;93;Sachsen-Anhalt
1960;Halle (Stadt);51483099;11967099;102;Sachsen-Anhalt
1964;Olsdorf;49944479;638211;328;Rheinland-Pfalz
1972;Hamburg-Bergedorf;5347926;10241532;35;Hamburg
1973;Hamburg-Botanischer Garten;53559849;9987371;14;Hamburg
1975;Hamburg-Fuhlsbüttel;53633172;9988102;107;Hamburg
1979;Hamburg-Kirchwerder;53421266;10146248;2;Hamburg
1981;Hamburg-Neuwiedenthal;53477585;9895741;35;Hamburg
1986;Hamburg-Reitbrook;53469861;10180441;1;Hamburg
1990;Hamburg-Wandsbek;53585347;10129348;18;Hamburg
2044;Harzgerode;51651967;11136645;404;Sachsen-Anhalt
2053;Hasselfelde;51686769;10863062;461;Sachsen-Anhalt
2160;Herrenhof;50844364;10690401;360;Thüringen
2166;Herrnhut;510167;1475;344;Sachsen
2167;Niederwörresbach;49767176;7335605;302;Rheinland-Pfalz
2201;Hiddensee-Vitte;54574966;13104408;1;Mecklenburg-Vorpommern
2211;Hilgenroth;50737016;7652531;295;Rheinland-Pfalz
2223;Hindfeld;50367418;10568726;300;Thüringen
2225;Hinterhermsdorf;509167;143667;385;Sachsen
2226;Eisfeld-Waffenrod-Hinterrod;50470708;10910574;668;Thüringen
2252;Bertsdorf-Hörnitz;50899151;14745622;2705;Sachsen
2289;Hohennauen;526667;123333;28;Brandenburg
2302;Hohlstedt-Kötschau;50963156;11484681;317;Thüringen
2315;Holzdorf (Flugplatz);51765737;13166608;803;Brandenburg
2318;Holzhausen a.d. Haide;50218225;7913319;397;Rheinland-Pfalz
2331;Homburg/Saar;49327792;7353336;235;Saarland
2354;Hoyerswerda Kr. Bautzen;51437925;14242557;118;Sachsen
2362;Hümmerich;50565053;7484345;328;Rheinland-Pfalz
2385;Idar-Oberstein;49692695;7326328;376;Rheinland-Pfalz
2396;Ilsenburg;518667;106833;260;Sachsen-Anhalt
2444;Jena (Sternwarte);50925126;11583023;1545;Thüringen
2451;Jessen/Elster;51795372;12958342;77;Sachsen-Anhalt
2475;Jüterbog;5199991;1310098;75;Brandenburg
2486;Kaiserslautern;49426213;7755714;271;Rheinland-Pfalz
2502;Heiligenstadt, Heilbad-Kalteneber;51317968;10134773;447;Thüringen
2503;Kaltennordheim;50626586;10145485;487;Thüringen
2506;Kamenz;512667;140833;270;Sachsen
2578;Kirchdorf/Poel;53999513;11434142;14;Mecklenburg-Vorpommern
2618;Kleiner Inselsberg;50845847;10480262;732;Thüringen
2621;Kleinmachnow;52404457;13213431;42;Brandenburg
2627;Schipkau-Klettwitz;51555433;13884528;128;Brandenburg
2641;Klitzschen bei Torgau;51518528;12906488;904;Sachsen
2657;Koblenz-Horchheim;50336911;7599165;85;Rheinland-Pfalz
2701;Kösen, Bad;51132938;11725242;136;Sachsen-Anhalt
2704;Köthen (Anhalt);51751087;12009351;764;Sachsen-Anhalt
2790;Kusel-Fünfbirken;495592;7413395;296;Rheinland-Pfalz
2794;Kyritz;52936248;12409335;402;Brandenburg
2796;Laage (Flugplatz);53915595;12279013;41;Mecklenburg-Vorpommern
2856;Langenlipsdorf;51917335;13087762;91;Brandenburg
2857;Langensalza, Bad;51117333;10656802;175;Thüringen
2878;Lauchstädt, Bad;5139092;11878575;1174;Sachsen-Anhalt
2915;Lehesten/Thüringer Wald;504833;1145;640;Thüringen
2925;Leinefelde;51393197;10312349;3559;Thüringen
2928;Leipzig-Holzhausen;5131509;12446226;138;Sachsen
2931;Leipzig-Mockau;51392013;12396236;128;Sachsen
2932;Leipzig/Halle;51434711;12239585;131;Sachsen
2951;Lenzen/Elbe;53100708;11486414;20;Brandenburg
2963;Leunawerke;513167;120333;92;Sachsen-Anhalt
2985;Lichtenhain-Mittelndorf;50938325;1420938;321;Sachsen
3007;Limburgerhof;49411119;8397953;96;Rheinland-Pfalz
3015;Lindenberg;52208489;14118032;977;Brandenburg
3034;Lobenstein, Bad;50450456;1163497;4955;Thüringen
3076;Ludwigshafen-Mundenheim;49460613;8424648;95;Rheinland-Pfalz
3082;Lübben;519333;138833;56;Brandenburg
3083;Lübben-Blumenfelde;51926694;13879715;565;Brandenburg
3113;Luisenthal/Ohra;50766273;10720098;528;Thüringen
3126;Magdeburg;52102896;11582674;79;Sachsen-Anhalt
3137;Mainz-Lerchenberg (ZDF);49965563;8213884;195;Rheinland-Pfalz
3155;Manderscheid-Sonnenhof;50101542;6800909;413;Rheinland-Pfalz
3158;Manschnow;52546778;1454525;12;Brandenburg
3160;Vatterode-Gräfenstuhl;51608381;1141388;240;Sachsen-Anhalt
3166;Marienberg;50651055;13146876;639;Sachsen
3167;Marienberg, Bad;50662061;7960264;5467;Rheinland-Pfalz
3196;Marnitz;5332222;11932143;811;Mecklenburg-Vorpommern
3204;Martinroda;50733481;10881516;429;Thüringen
3212;Mayen;50324912;7230019;230;Rheinland-Pfalz
3226;Aschersleben-Mehringen;51725946;11510942;107;Sachsen-Anhalt
3231;Meiningen;50561131;10377137;450;Thüringen
3234;Klipphausen-Garsebach;51129431;13432783;158;Sachsen
3246;Mendig;503667;73167;181;Rheinland-Pfalz
3289;Schmieritz-Weltwitz;50728119;11783769;356;Thüringen
3340;Montabaur;50438264;7806121;265;Rheinland-Pfalz
3370;Mühlhausen;51207621;1039564;300;Thüringen
3376;Müncheberg;52517588;14123226;63;Brandenburg
3426;Muskau, Bad;51565979;1470081;127;Sachsen
3478;Neubrandenburg;53546774;13191364;81;Mecklenburg-Vorpommern
3490;Neuenahr, Bad-Ahrweiler;50534561;7085337;111;Rheinland-Pfalz
3509;Menz;53101974;13042072;78;Brandenburg
3513;Neuhaus am Rennweg;50500253;1113446;845;Thüringen
3545;Neunkirchen-Wellesweiler;49343983;7229738;236;Saarland
3552;Neuruppin;52903695;12807143;384;Brandenburg
3575;Neustadt/Weinstraße;49356963;8140495;163;Rheinland-Pfalz
3576;Neustadt/Weinstraße (Heidehof);49347825;8182184;125;Rheinland-Pfalz
3577;Neustrelitz;53358494;13050191;64;Mecklenburg-Vorpommern
3595;Niederelbert;50410703;7808033;250;Rheinland-Pfalz
3659;Nürburg;5033911;6950061;627;Rheinland-Pfalz
3660;Nürburg-Barweiler;50360174;6869659;4852;Rheinland-Pfalz
3694;Oberhof;50700481;10725598;810;Thüringen
3788;Olbersdorf;50864596;14762795;305;Sachsen
3811;Oschatz;5129598;1309283;150;Sachsen
3818;Osterburg;527167;117333;29;Sachsen-Anhalt
3821;Osterfeld;5108716;11929265;2443;Sachsen-Anhalt
3825;Osterhof;49503306;7277315;338;Saarland
3883;Pausa-Unterreichenau;50599901;11996611;442;Sachsen
3903;Perl-Besch;49511404;6385744;175;Saarland
3904;Perl-Nennig;49535353;6378874;152;Saarland
3915;Petkus;51989253;13360777;145;Brandenburg
3939;Pirmasens;49191191;75879;385;Rheinland-Pfalz
3946;Plauen;50481832;12130043;3871;Sachsen
3987;Potsdam;52381247;1306223;809;Brandenburg
3988;Potsdam (Säkularstation);52382206;13062213;81;Brandenburg
4024;Putbus;54364277;13477079;398;Mecklenburg-Vorpommern
4032;Quedlinburg;51795344;11131995;142;Sachsen-Anhalt
4036;Querfurt-Mühle Lodersleben;51389498;11541221;204;Sachsen-Anhalt
4079;Rastenberg;51176531;11418287;200;Thüringen
4149;Marienberg-Reitzenhain;50547719;13223839;7735;Sachsen
4222;Rodewisch;50526312;12409051;464;Sachsen
4271;Rostock-Warnemünde;54180279;12080806;48;Mecklenburg-Vorpommern
4301;Kreuznach, Bad;49850173;7871018;102;Rheinland-Pfalz
4323;Ruppertsecken;49646838;7883741;461;Rheinland-Pfalz
4332;Saalfeld;5065629;113894;235;Thüringen
4336;Saarbrücken-Ensheim;49212782;7107653;319;Saarland
4339;Saarbrücken-Sankt Johann;49223137;7016753;193;Saarland
4373;Salzwedel;52856828;11131857;29;Sachsen-Anhalt
4396;Sankt Wendel-Hof;4946721;7203626;400;Saarland
4397;Sankt Wendel-Urweiler;49502506;7202026;4002;Saarland
4425;Schaumberg-Tholey;49486407;7028951;569;Saarland
4445;Wernigerode-Schierke;51765838;1065328;609;Sachsen-Anhalt
4464;Schleiz;50567906;11804085;5014;Thüringen
4474;Schlossböckelheim;49796073;7758344;170;Rheinland-Pfalz
4485;Schmalkalden, Kurort;50724999;10453882;296;Thüringen
4489;Schmatzfeld;518833;107667;198;Sachsen-Anhalt
4490;Schmelz-Hüttersdorf;49414918;6836007;223;Saarland
4501;Schmücke;50654518;10769601;9376;Thüringen
4505;Schnarrtanne-Vogelsgrün;504988;124534;650;Sachsen
4508;Schneifelforsthaus;50296848;6419387;649;Rheinland-Pfalz
4593;Schwanebeck;51963939;11120819;117;Sachsen-Anhalt
4605;Schwarzburg;5064406;11193618;277;Thüringen
4606;Schwarze Pumpe;515167;1435;116;Brandenburg
4612;Schwarzenberg;50551312;12767798;418;Sachsen
4625;Schwerin;53642425;11387095;588;Mecklenburg-Vorpommern
4642;Seehausen;52891088;11729659;21;Sachsen-Anhalt
4709;Simmern-Wahlbach;4999959;759812;445;Rheinland-Pfalz
4748;Sondershausen;51369118;1088001;185;Thüringen
4752;Sonneberg-Neufang;50374621;11182835;626;Thüringen
4782;Spören-Prussendorf;51603987;12109275;87;Sachsen-Anhalt
4878;Oberharz am Brocken-Stiege;51664645;10881071;504;Sachsen-Anhalt
4939;Suderode, Bad;517333;111167;235;Sachsen-Anhalt
4977;Tangermünde;52544678;11972377;45;Sachsen-Anhalt
4997;Starkenberg-Tegkwitz;50977086;12341909;196;Thüringen
5009;Teterow;53761035;12557375;33;Mecklenburg-Vorpommern
5024;Möckern-Räckendorf;52208394;12032767;67;Sachsen-Anhalt
5029;Tholey;49473721;7038522;3867;Saarland
5039;Tiefenort;50842962;1016128;236;Thüringen
5068;Torgau;515833;13;80;Sachsen
5088;Trent;54533661;13246029;3;Mecklenburg-Vorpommern
5097;Tribsees;54065427;12765454;95;Mecklenburg-Vorpommern
5099;Trier-Zewen;49732632;6613147;1315;Rheinland-Pfalz
5100;Trier-Petrisberg;49747891;6658305;2612;Rheinland-Pfalz
5109;Trollenhagen;53599793;13303907;684;Mecklenburg-Vorpommern
5142;Ueckermünde;53744455;14069809;11;Mecklenburg-Vorpommern
5158;Ummendorf;52160112;11175857;1591;Sachsen-Anhalt
5244;Völklingen-Stadt;49258133;6861176;220;Saarland
5267;Wackersleben;52072226;11022232;86;Sachsen-Anhalt
5282;Wahnsdorf bei Dresden;511197;136744;246;Sachsen
5335;Waltershausen;50896285;1054834;352;Thüringen
5349;Waren (Müritz);53519622;12665404;726;Mecklenburg-Vorpommern
5419;Weimar;50975084;11307642;264;Thüringen
5424;Weimar-Schöndorf;5101765;11354409;328;Thüringen
5426;Weinbiet;49375801;8121233;5525;Rheinland-Pfalz
5431;Weisen bei Wittenberge;530333;118;24;Sachsen-Anhalt
5433;Weiskirchen/Saar;49553365;6811951;380;Saarland
5442;Weißenfels;51200162;11915416;109;Sachsen-Anhalt
5445;Weißensee-Ottenhausen;51212024;1099555;165;Thüringen
5463;Wellmitz;52065358;14689773;58;Brandenburg
5490;Wernigerode;5184544;10768627;2333;Sachsen-Anhalt
5546;Wiesenburg;52120644;12458559;187;Brandenburg
5624;Wismar;53902619;11425407;17;Mecklenburg-Vorpommern
5629;Wittenberg;51889124;12644598;1045;Sachsen-Anhalt
5642;Wittstock;531833;125167;72;Brandenburg
5643;Wittstock-Rote Mühle;53186436;12494939;675;Brandenburg
5663;Woldegk;53461787;136099;118;Mecklenburg-Vorpommern
5681;Wolfstein/Pfalz;49581097;7623364;200;Rheinland-Pfalz
5692;Worms;49605078;8365906;88;Rheinland-Pfalz
5728;Wustrau-Ziethenhorst;52803856;12871432;35;Brandenburg
5745;Zehdenick;52966344;13326752;51;Brandenburg
5750;Zeitz;51031411;1214949;264;Sachsen-Anhalt
5761;Zerbst;51964245;12099569;69;Sachsen-Anhalt
5778;Zinnowitz;54080119;13898937;2;Mecklenburg-Vorpommern
5779;Zinnwald-Georgenfeld;50731347;13751612;8766;Sachsen
5797;Lichtentanne;5068786;12432937;3485;Sachsen
5825;Berge;52619829;12786684;40;Brandenburg
5871;Hahn;49946281;7264495;497;Rheinland-Pfalz
5920;Neuwied;50448498;742749;91;Rheinland-Pfalz
6086;Melchow-Schönholz;52778567;13758996;71;Brandenburg
6095;Taubenheim-Seeligstadt;51083757;13448585;273;Sachsen
6109;Grambow-Schwennenz;53383698;14372801;515;Mecklenburg-Vorpommern
6110;Medow-Wussentin;538545;13494908;11;Mecklenburg-Vorpommern
6129;Sohland/Spree;51059354;14426617;2905;Sachsen
6170;Coschen;52019184;14725442;39;Brandenburg
6186;Nastätten;50198862;7865117;268;Rheinland-Pfalz
6199;Steinhagen-Negast;54248381;13041864;17;Mecklenburg-Vorpommern
6217;Saarbrücken-Burbach;49240557;6935134;190;Saarland
6265;Wusterwitz;52361279;12386733;36;Brandenburg
6266;Huy-Pabstorf;52030421;10962603;112;Sachsen-Anhalt
6272;Salzungen, Bad-Gräfen-Nitzendorf;50842611;10251823;283;Thüringen
6273;Demker;52507485;11855089;36;Sachsen-Anhalt
6305;Mühlhausen/Thüringen-Görmar;51206117;10497829;193;Thüringen
6310;Karlshagen;54104896;13823906;1;Mecklenburg-Vorpommern
6314;Nossen;51050698;13300254;306;Sachsen
7244;Neuglobsow (HM);53142418;13031899;62;Brandenburg
7321;Olbersleben;51150665;11332074;160;Thüringen
7329;Treuen;505467;122863;465;Sachsen
7343;Deutschneudorf-Brüderwiese;50619956;13481701;689;Sachsen
7351;Feldberg/Mecklenburg;53317622;13417485;1154;Mecklenburg-Vorpommern
7364;Jeßnitz;51681752;12305347;735;Sachsen-Anhalt
7368;Eisenach;51000736;1036211;3119;Thüringen
7389;Heckelberg;52746142;13842702;83;Brandenburg
7393;Hoyerswerda;51449238;1425327;116;Sachsen
7419;Langenwetzendorf-Göttendorf;50661008;12075595;3885;Thüringen
7420;Naumburg/Saale-Kreipitzsch;5110439;11711157;246;Sachsen-Anhalt
7428;Veilsdorf;5041672;10815607;397;Thüringen
13711;Krölpa-Rockendorf;50681954;11515024;289;Thüringen
14311;Hersdorf-Weißenseifen;50149977;655272;530;Rheinland-Pfalz
15951;Pirmasens (Kläranlage);49212068;7588248;280;Rheinland-Pfalz
15979;Sargenroth;49931057;7515279;426;Rheinland-Pfalz
16085;Leherheide;5358738;860106;8;Bremen
19607;Cämmerswalde-Rauschenbach;50695202;13497187;615;Sachsen
